,file_name,labels
98,../dataset/dog_cats\cat.10085.jpg,0
99,../dataset/dog_cats\cat.10086.jpg,0
100,../dataset/dog_cats\cat.10087.jpg,0
101,../dataset/dog_cats\cat.10088.jpg,0
102,../dataset/dog_cats\cat.10089.jpg,0
103,../dataset/dog_cats\cat.1009.jpg,0
104,../dataset/dog_cats\cat.10090.jpg,0
105,../dataset/dog_cats\cat.10091.jpg,0
106,../dataset/dog_cats\cat.10092.jpg,0
107,../dataset/dog_cats\cat.10093.jpg,0
108,../dataset/dog_cats\cat.10094.jpg,0
109,../dataset/dog_cats\cat.10095.jpg,0
110,../dataset/dog_cats\cat.10096.jpg,0
111,../dataset/dog_cats\cat.10097.jpg,0
112,../dataset/dog_cats\cat.10098.jpg,0
113,../dataset/dog_cats\cat.10099.jpg,0
114,../dataset/dog_cats\cat.101.jpg,0
115,../dataset/dog_cats\cat.1010.jpg,0
116,../dataset/dog_cats\cat.10100.jpg,0
117,../dataset/dog_cats\cat.10101.jpg,0
118,../dataset/dog_cats\cat.10102.jpg,0
119,../dataset/dog_cats\cat.10103.jpg,0
120,../dataset/dog_cats\cat.10104.jpg,0
121,../dataset/dog_cats\cat.10105.jpg,0
122,../dataset/dog_cats\cat.10106.jpg,0
123,../dataset/dog_cats\cat.10107.jpg,0
124,../dataset/dog_cats\cat.10108.jpg,0
125,../dataset/dog_cats\cat.10109.jpg,0
126,../dataset/dog_cats\cat.1011.jpg,0
127,../dataset/dog_cats\cat.10110.jpg,0
128,../dataset/dog_cats\cat.10111.jpg,0
129,../dataset/dog_cats\cat.10112.jpg,0
130,../dataset/dog_cats\cat.10113.jpg,0
131,../dataset/dog_cats\cat.10114.jpg,0
132,../dataset/dog_cats\cat.10115.jpg,0
133,../dataset/dog_cats\cat.10116.jpg,0
134,../dataset/dog_cats\cat.10117.jpg,0
135,../dataset/dog_cats\cat.10118.jpg,0
136,../dataset/dog_cats\cat.10119.jpg,0
137,../dataset/dog_cats\cat.1012.jpg,0
138,../dataset/dog_cats\cat.10120.jpg,0
139,../dataset/dog_cats\cat.10121.jpg,0
140,../dataset/dog_cats\cat.10122.jpg,0
141,../dataset/dog_cats\cat.10123.jpg,0
142,../dataset/dog_cats\cat.10124.jpg,0
143,../dataset/dog_cats\cat.10125.jpg,0
144,../dataset/dog_cats\cat.10126.jpg,0
145,../dataset/dog_cats\cat.10127.jpg,0
146,../dataset/dog_cats\cat.10128.jpg,0
147,../dataset/dog_cats\cat.10129.jpg,0
148,../dataset/dog_cats\cat.1013.jpg,0
149,../dataset/dog_cats\cat.10130.jpg,0
150,../dataset/dog_cats\cat.10131.jpg,0
151,../dataset/dog_cats\cat.10132.jpg,0
152,../dataset/dog_cats\cat.10133.jpg,0
153,../dataset/dog_cats\cat.10134.jpg,0
154,../dataset/dog_cats\cat.10135.jpg,0
155,../dataset/dog_cats\cat.10136.jpg,0
156,../dataset/dog_cats\cat.10137.jpg,0
157,../dataset/dog_cats\cat.10138.jpg,0
158,../dataset/dog_cats\cat.10139.jpg,0
159,../dataset/dog_cats\cat.1014.jpg,0
160,../dataset/dog_cats\cat.10140.jpg,0
161,../dataset/dog_cats\cat.10141.jpg,0
162,../dataset/dog_cats\cat.10142.jpg,0
163,../dataset/dog_cats\cat.10143.jpg,0
164,../dataset/dog_cats\cat.10144.jpg,0
165,../dataset/dog_cats\cat.10145.jpg,0
166,../dataset/dog_cats\cat.10146.jpg,0
167,../dataset/dog_cats\cat.10147.jpg,0
168,../dataset/dog_cats\cat.10148.jpg,0
169,../dataset/dog_cats\cat.10149.jpg,0
170,../dataset/dog_cats\cat.1015.jpg,0
171,../dataset/dog_cats\cat.10150.jpg,0
172,../dataset/dog_cats\cat.10151.jpg,0
173,../dataset/dog_cats\cat.10152.jpg,0
174,../dataset/dog_cats\cat.10153.jpg,0
175,../dataset/dog_cats\cat.10154.jpg,0
176,../dataset/dog_cats\cat.10155.jpg,0
177,../dataset/dog_cats\cat.10156.jpg,0
178,../dataset/dog_cats\cat.10157.jpg,0
179,../dataset/dog_cats\cat.10158.jpg,0
180,../dataset/dog_cats\cat.10159.jpg,0
181,../dataset/dog_cats\cat.1016.jpg,0
182,../dataset/dog_cats\cat.10160.jpg,0
183,../dataset/dog_cats\cat.10161.jpg,0
184,../dataset/dog_cats\cat.10162.jpg,0
185,../dataset/dog_cats\cat.10163.jpg,0
186,../dataset/dog_cats\cat.10164.jpg,0
187,../dataset/dog_cats\cat.10165.jpg,0
188,../dataset/dog_cats\cat.10166.jpg,0
189,../dataset/dog_cats\cat.10167.jpg,0
190,../dataset/dog_cats\cat.10168.jpg,0
191,../dataset/dog_cats\cat.10169.jpg,0
192,../dataset/dog_cats\cat.1017.jpg,0
193,../dataset/dog_cats\cat.10170.jpg,0
194,../dataset/dog_cats\cat.10171.jpg,0
195,../dataset/dog_cats\cat.10172.jpg,0
196,../dataset/dog_cats\cat.10173.jpg,0
197,../dataset/dog_cats\cat.10174.jpg,0
198,../dataset/dog_cats\cat.10175.jpg,0
199,../dataset/dog_cats\cat.10176.jpg,0
200,../dataset/dog_cats\cat.10177.jpg,0
201,../dataset/dog_cats\cat.10178.jpg,0
202,../dataset/dog_cats\cat.10179.jpg,0
203,../dataset/dog_cats\cat.1018.jpg,0
204,../dataset/dog_cats\cat.10180.jpg,0
205,../dataset/dog_cats\cat.10181.jpg,0
206,../dataset/dog_cats\cat.10182.jpg,0
207,../dataset/dog_cats\cat.10183.jpg,0
208,../dataset/dog_cats\cat.10184.jpg,0
209,../dataset/dog_cats\cat.10185.jpg,0
210,../dataset/dog_cats\cat.10186.jpg,0
211,../dataset/dog_cats\cat.10187.jpg,0
212,../dataset/dog_cats\cat.10188.jpg,0
213,../dataset/dog_cats\cat.10189.jpg,0
214,../dataset/dog_cats\cat.1019.jpg,0
215,../dataset/dog_cats\cat.10190.jpg,0
216,../dataset/dog_cats\cat.10191.jpg,0
217,../dataset/dog_cats\cat.10192.jpg,0
218,../dataset/dog_cats\cat.10193.jpg,0
219,../dataset/dog_cats\cat.10194.jpg,0
220,../dataset/dog_cats\cat.10195.jpg,0
221,../dataset/dog_cats\cat.10196.jpg,0
222,../dataset/dog_cats\cat.10197.jpg,0
223,../dataset/dog_cats\cat.10198.jpg,0
224,../dataset/dog_cats\cat.10199.jpg,0
225,../dataset/dog_cats\cat.102.jpg,0
226,../dataset/dog_cats\cat.1020.jpg,0
227,../dataset/dog_cats\cat.10200.jpg,0
228,../dataset/dog_cats\cat.10201.jpg,0
229,../dataset/dog_cats\cat.10202.jpg,0
230,../dataset/dog_cats\cat.10203.jpg,0
231,../dataset/dog_cats\cat.10204.jpg,0
232,../dataset/dog_cats\cat.10205.jpg,0
233,../dataset/dog_cats\cat.10206.jpg,0
234,../dataset/dog_cats\cat.10207.jpg,0
235,../dataset/dog_cats\cat.10208.jpg,0
236,../dataset/dog_cats\cat.10209.jpg,0
237,../dataset/dog_cats\cat.1021.jpg,0
238,../dataset/dog_cats\cat.10210.jpg,0
239,../dataset/dog_cats\cat.10211.jpg,0
240,../dataset/dog_cats\cat.10212.jpg,0
241,../dataset/dog_cats\cat.10213.jpg,0
242,../dataset/dog_cats\cat.10214.jpg,0
243,../dataset/dog_cats\cat.10215.jpg,0
244,../dataset/dog_cats\cat.10216.jpg,0
245,../dataset/dog_cats\cat.10217.jpg,0
246,../dataset/dog_cats\cat.10218.jpg,0
247,../dataset/dog_cats\cat.10219.jpg,0
248,../dataset/dog_cats\cat.1022.jpg,0
249,../dataset/dog_cats\cat.10220.jpg,0
250,../dataset/dog_cats\cat.10221.jpg,0
251,../dataset/dog_cats\cat.10222.jpg,0
252,../dataset/dog_cats\cat.10223.jpg,0
253,../dataset/dog_cats\cat.10224.jpg,0
254,../dataset/dog_cats\cat.10225.jpg,0
255,../dataset/dog_cats\cat.10226.jpg,0
256,../dataset/dog_cats\cat.10227.jpg,0
257,../dataset/dog_cats\cat.10228.jpg,0
258,../dataset/dog_cats\cat.10229.jpg,0
259,../dataset/dog_cats\cat.1023.jpg,0
260,../dataset/dog_cats\cat.10230.jpg,0
261,../dataset/dog_cats\cat.10231.jpg,0
262,../dataset/dog_cats\cat.10232.jpg,0
263,../dataset/dog_cats\cat.10233.jpg,0
264,../dataset/dog_cats\cat.10234.jpg,0
265,../dataset/dog_cats\cat.10235.jpg,0
266,../dataset/dog_cats\cat.10236.jpg,0
267,../dataset/dog_cats\cat.10237.jpg,0
268,../dataset/dog_cats\cat.10238.jpg,0
269,../dataset/dog_cats\cat.10239.jpg,0
270,../dataset/dog_cats\cat.1024.jpg,0
271,../dataset/dog_cats\cat.10240.jpg,0
272,../dataset/dog_cats\cat.10241.jpg,0
273,../dataset/dog_cats\cat.10242.jpg,0
274,../dataset/dog_cats\cat.10243.jpg,0
275,../dataset/dog_cats\cat.10244.jpg,0
276,../dataset/dog_cats\cat.10245.jpg,0
277,../dataset/dog_cats\cat.10246.jpg,0
278,../dataset/dog_cats\cat.10247.jpg,0
279,../dataset/dog_cats\cat.10248.jpg,0
280,../dataset/dog_cats\cat.10249.jpg,0
281,../dataset/dog_cats\cat.1025.jpg,0
282,../dataset/dog_cats\cat.10250.jpg,0
283,../dataset/dog_cats\cat.10251.jpg,0
284,../dataset/dog_cats\cat.10252.jpg,0
285,../dataset/dog_cats\cat.10253.jpg,0
286,../dataset/dog_cats\cat.10254.jpg,0
287,../dataset/dog_cats\cat.10255.jpg,0
288,../dataset/dog_cats\cat.10256.jpg,0
289,../dataset/dog_cats\cat.10257.jpg,0
290,../dataset/dog_cats\cat.10258.jpg,0
291,../dataset/dog_cats\cat.10259.jpg,0
292,../dataset/dog_cats\cat.1026.jpg,0
293,../dataset/dog_cats\cat.10260.jpg,0
294,../dataset/dog_cats\cat.10261.jpg,0
295,../dataset/dog_cats\cat.10262.jpg,0
296,../dataset/dog_cats\cat.10263.jpg,0
297,../dataset/dog_cats\cat.10264.jpg,0
298,../dataset/dog_cats\cat.10265.jpg,0
299,../dataset/dog_cats\cat.10266.jpg,0
300,../dataset/dog_cats\cat.10267.jpg,0
301,../dataset/dog_cats\cat.10268.jpg,0
302,../dataset/dog_cats\cat.10269.jpg,0
303,../dataset/dog_cats\cat.1027.jpg,0
304,../dataset/dog_cats\cat.10270.jpg,0
305,../dataset/dog_cats\cat.10271.jpg,0
306,../dataset/dog_cats\cat.10272.jpg,0
307,../dataset/dog_cats\cat.10273.jpg,0
308,../dataset/dog_cats\cat.10274.jpg,0
309,../dataset/dog_cats\cat.10275.jpg,0
310,../dataset/dog_cats\cat.10276.jpg,0
311,../dataset/dog_cats\cat.10277.jpg,0
312,../dataset/dog_cats\cat.10278.jpg,0
313,../dataset/dog_cats\cat.10279.jpg,0
314,../dataset/dog_cats\cat.1028.jpg,0
315,../dataset/dog_cats\cat.10280.jpg,0
316,../dataset/dog_cats\cat.10281.jpg,0
317,../dataset/dog_cats\cat.10282.jpg,0
318,../dataset/dog_cats\cat.10283.jpg,0
319,../dataset/dog_cats\cat.10284.jpg,0
320,../dataset/dog_cats\cat.10285.jpg,0
321,../dataset/dog_cats\cat.10286.jpg,0
322,../dataset/dog_cats\cat.10287.jpg,0
323,../dataset/dog_cats\cat.10288.jpg,0
324,../dataset/dog_cats\cat.10289.jpg,0
325,../dataset/dog_cats\cat.1029.jpg,0
326,../dataset/dog_cats\cat.10290.jpg,0
327,../dataset/dog_cats\cat.10291.jpg,0
328,../dataset/dog_cats\cat.10292.jpg,0
329,../dataset/dog_cats\cat.10293.jpg,0
330,../dataset/dog_cats\cat.10294.jpg,0
331,../dataset/dog_cats\cat.10295.jpg,0
332,../dataset/dog_cats\cat.10296.jpg,0
333,../dataset/dog_cats\cat.10297.jpg,0
334,../dataset/dog_cats\cat.10298.jpg,0
335,../dataset/dog_cats\cat.10299.jpg,0
336,../dataset/dog_cats\cat.103.jpg,0
337,../dataset/dog_cats\cat.1030.jpg,0
338,../dataset/dog_cats\cat.10300.jpg,0
339,../dataset/dog_cats\cat.10301.jpg,0
340,../dataset/dog_cats\cat.10302.jpg,0
341,../dataset/dog_cats\cat.10303.jpg,0
342,../dataset/dog_cats\cat.10304.jpg,0
343,../dataset/dog_cats\cat.10305.jpg,0
344,../dataset/dog_cats\cat.10306.jpg,0
345,../dataset/dog_cats\cat.10307.jpg,0
346,../dataset/dog_cats\cat.10308.jpg,0
347,../dataset/dog_cats\cat.10309.jpg,0
348,../dataset/dog_cats\cat.1031.jpg,0
349,../dataset/dog_cats\cat.10310.jpg,0
350,../dataset/dog_cats\cat.10311.jpg,0
351,../dataset/dog_cats\cat.10312.jpg,0
352,../dataset/dog_cats\cat.10313.jpg,0
353,../dataset/dog_cats\cat.10314.jpg,0
354,../dataset/dog_cats\cat.10315.jpg,0
355,../dataset/dog_cats\cat.10316.jpg,0
356,../dataset/dog_cats\cat.10317.jpg,0
357,../dataset/dog_cats\cat.10318.jpg,0
358,../dataset/dog_cats\cat.10319.jpg,0
359,../dataset/dog_cats\cat.1032.jpg,0
360,../dataset/dog_cats\cat.10320.jpg,0
361,../dataset/dog_cats\cat.10321.jpg,0
362,../dataset/dog_cats\cat.10322.jpg,0
363,../dataset/dog_cats\cat.10323.jpg,0
364,../dataset/dog_cats\cat.10324.jpg,0
365,../dataset/dog_cats\cat.10325.jpg,0
366,../dataset/dog_cats\cat.10326.jpg,0
367,../dataset/dog_cats\cat.10327.jpg,0
368,../dataset/dog_cats\cat.10328.jpg,0
369,../dataset/dog_cats\cat.10329.jpg,0
370,../dataset/dog_cats\cat.1033.jpg,0
371,../dataset/dog_cats\cat.10330.jpg,0
372,../dataset/dog_cats\cat.10331.jpg,0
373,../dataset/dog_cats\cat.10332.jpg,0
374,../dataset/dog_cats\cat.10333.jpg,0
375,../dataset/dog_cats\cat.10334.jpg,0
376,../dataset/dog_cats\cat.10335.jpg,0
377,../dataset/dog_cats\cat.10336.jpg,0
378,../dataset/dog_cats\cat.10337.jpg,0
379,../dataset/dog_cats\cat.10338.jpg,0
380,../dataset/dog_cats\cat.10339.jpg,0
381,../dataset/dog_cats\cat.1034.jpg,0
382,../dataset/dog_cats\cat.10340.jpg,0
383,../dataset/dog_cats\cat.10341.jpg,0
384,../dataset/dog_cats\cat.10342.jpg,0
385,../dataset/dog_cats\cat.10343.jpg,0
386,../dataset/dog_cats\cat.10344.jpg,0
387,../dataset/dog_cats\cat.10345.jpg,0
388,../dataset/dog_cats\cat.10346.jpg,0
389,../dataset/dog_cats\cat.10347.jpg,0
390,../dataset/dog_cats\cat.10348.jpg,0
391,../dataset/dog_cats\cat.10349.jpg,0
392,../dataset/dog_cats\cat.1035.jpg,0
393,../dataset/dog_cats\cat.10350.jpg,0
394,../dataset/dog_cats\cat.10351.jpg,0
395,../dataset/dog_cats\cat.10352.jpg,0
396,../dataset/dog_cats\cat.10353.jpg,0
397,../dataset/dog_cats\cat.10354.jpg,0
398,../dataset/dog_cats\cat.10355.jpg,0
399,../dataset/dog_cats\cat.10356.jpg,0
400,../dataset/dog_cats\cat.10357.jpg,0
401,../dataset/dog_cats\cat.10358.jpg,0
402,../dataset/dog_cats\cat.10359.jpg,0
403,../dataset/dog_cats\cat.1036.jpg,0
404,../dataset/dog_cats\cat.10360.jpg,0
405,../dataset/dog_cats\cat.10361.jpg,0
406,../dataset/dog_cats\cat.10362.jpg,0
407,../dataset/dog_cats\cat.10363.jpg,0
408,../dataset/dog_cats\cat.10364.jpg,0
409,../dataset/dog_cats\cat.10365.jpg,0
410,../dataset/dog_cats\cat.10366.jpg,0
411,../dataset/dog_cats\cat.10367.jpg,0
412,../dataset/dog_cats\cat.10368.jpg,0
413,../dataset/dog_cats\cat.10369.jpg,0
414,../dataset/dog_cats\cat.1037.jpg,0
415,../dataset/dog_cats\cat.10370.jpg,0
416,../dataset/dog_cats\cat.10371.jpg,0
417,../dataset/dog_cats\cat.10372.jpg,0
418,../dataset/dog_cats\cat.10373.jpg,0
419,../dataset/dog_cats\cat.10374.jpg,0
420,../dataset/dog_cats\cat.10375.jpg,0
421,../dataset/dog_cats\cat.10376.jpg,0
422,../dataset/dog_cats\cat.10377.jpg,0
423,../dataset/dog_cats\cat.10378.jpg,0
424,../dataset/dog_cats\cat.10379.jpg,0
425,../dataset/dog_cats\cat.1038.jpg,0
426,../dataset/dog_cats\cat.10380.jpg,0
427,../dataset/dog_cats\cat.10381.jpg,0
428,../dataset/dog_cats\cat.10382.jpg,0
429,../dataset/dog_cats\cat.10383.jpg,0
430,../dataset/dog_cats\cat.10384.jpg,0
431,../dataset/dog_cats\cat.10385.jpg,0
432,../dataset/dog_cats\cat.10386.jpg,0
433,../dataset/dog_cats\cat.10387.jpg,0
434,../dataset/dog_cats\cat.10388.jpg,0
435,../dataset/dog_cats\cat.10389.jpg,0
436,../dataset/dog_cats\cat.1039.jpg,0
437,../dataset/dog_cats\cat.10390.jpg,0
438,../dataset/dog_cats\cat.10391.jpg,0
439,../dataset/dog_cats\cat.10392.jpg,0
440,../dataset/dog_cats\cat.10393.jpg,0
441,../dataset/dog_cats\cat.10394.jpg,0
442,../dataset/dog_cats\cat.10395.jpg,0
443,../dataset/dog_cats\cat.10396.jpg,0
444,../dataset/dog_cats\cat.10397.jpg,0
445,../dataset/dog_cats\cat.10398.jpg,0
446,../dataset/dog_cats\cat.10399.jpg,0
447,../dataset/dog_cats\cat.104.jpg,0
448,../dataset/dog_cats\cat.1040.jpg,0
449,../dataset/dog_cats\cat.10400.jpg,0
450,../dataset/dog_cats\cat.10401.jpg,0
451,../dataset/dog_cats\cat.10402.jpg,0
452,../dataset/dog_cats\cat.10403.jpg,0
453,../dataset/dog_cats\cat.10404.jpg,0
454,../dataset/dog_cats\cat.10405.jpg,0
455,../dataset/dog_cats\cat.10406.jpg,0
456,../dataset/dog_cats\cat.10407.jpg,0
457,../dataset/dog_cats\cat.10408.jpg,0
458,../dataset/dog_cats\cat.10409.jpg,0
459,../dataset/dog_cats\cat.1041.jpg,0
460,../dataset/dog_cats\cat.10410.jpg,0
461,../dataset/dog_cats\cat.10411.jpg,0
462,../dataset/dog_cats\cat.10412.jpg,0
463,../dataset/dog_cats\cat.10413.jpg,0
464,../dataset/dog_cats\cat.10414.jpg,0
465,../dataset/dog_cats\cat.10415.jpg,0
466,../dataset/dog_cats\cat.10416.jpg,0
467,../dataset/dog_cats\cat.10417.jpg,0
468,../dataset/dog_cats\cat.10418.jpg,0
469,../dataset/dog_cats\cat.10419.jpg,0
470,../dataset/dog_cats\cat.1042.jpg,0
471,../dataset/dog_cats\cat.10420.jpg,0
472,../dataset/dog_cats\cat.10421.jpg,0
473,../dataset/dog_cats\cat.10422.jpg,0
474,../dataset/dog_cats\cat.10423.jpg,0
475,../dataset/dog_cats\cat.10424.jpg,0
476,../dataset/dog_cats\cat.10425.jpg,0
477,../dataset/dog_cats\cat.10426.jpg,0
478,../dataset/dog_cats\cat.10427.jpg,0
479,../dataset/dog_cats\cat.10428.jpg,0
480,../dataset/dog_cats\cat.10429.jpg,0
481,../dataset/dog_cats\cat.1043.jpg,0
482,../dataset/dog_cats\cat.10430.jpg,0
483,../dataset/dog_cats\cat.10431.jpg,0
484,../dataset/dog_cats\cat.10432.jpg,0
485,../dataset/dog_cats\cat.10433.jpg,0
486,../dataset/dog_cats\cat.10434.jpg,0
487,../dataset/dog_cats\cat.10435.jpg,0
488,../dataset/dog_cats\cat.10436.jpg,0
489,../dataset/dog_cats\cat.10437.jpg,0
490,../dataset/dog_cats\cat.10438.jpg,0
491,../dataset/dog_cats\cat.10439.jpg,0
492,../dataset/dog_cats\cat.1044.jpg,0
493,../dataset/dog_cats\cat.10440.jpg,0
494,../dataset/dog_cats\cat.10441.jpg,0
495,../dataset/dog_cats\cat.10442.jpg,0
496,../dataset/dog_cats\cat.10443.jpg,0
497,../dataset/dog_cats\cat.10444.jpg,0
498,../dataset/dog_cats\cat.10445.jpg,0
499,../dataset/dog_cats\cat.10446.jpg,0
500,../dataset/dog_cats\cat.10447.jpg,0
501,../dataset/dog_cats\cat.10448.jpg,0
502,../dataset/dog_cats\cat.10449.jpg,0
503,../dataset/dog_cats\cat.1045.jpg,0
504,../dataset/dog_cats\cat.10450.jpg,0
505,../dataset/dog_cats\cat.10451.jpg,0
506,../dataset/dog_cats\cat.10452.jpg,0
507,../dataset/dog_cats\cat.10453.jpg,0
508,../dataset/dog_cats\cat.10454.jpg,0
509,../dataset/dog_cats\cat.10455.jpg,0
510,../dataset/dog_cats\cat.10456.jpg,0
511,../dataset/dog_cats\cat.10457.jpg,0
512,../dataset/dog_cats\cat.10458.jpg,0
513,../dataset/dog_cats\cat.10459.jpg,0
514,../dataset/dog_cats\cat.1046.jpg,0
515,../dataset/dog_cats\cat.10460.jpg,0
516,../dataset/dog_cats\cat.10461.jpg,0
517,../dataset/dog_cats\cat.10462.jpg,0
518,../dataset/dog_cats\cat.10463.jpg,0
519,../dataset/dog_cats\cat.10464.jpg,0
520,../dataset/dog_cats\cat.10465.jpg,0
521,../dataset/dog_cats\cat.10466.jpg,0
522,../dataset/dog_cats\cat.10467.jpg,0
523,../dataset/dog_cats\cat.10468.jpg,0
524,../dataset/dog_cats\cat.10469.jpg,0
525,../dataset/dog_cats\cat.1047.jpg,0
526,../dataset/dog_cats\cat.10470.jpg,0
527,../dataset/dog_cats\cat.10471.jpg,0
528,../dataset/dog_cats\cat.10472.jpg,0
529,../dataset/dog_cats\cat.10473.jpg,0
530,../dataset/dog_cats\cat.10474.jpg,0
531,../dataset/dog_cats\cat.10475.jpg,0
532,../dataset/dog_cats\cat.10476.jpg,0
533,../dataset/dog_cats\cat.10477.jpg,0
534,../dataset/dog_cats\cat.10478.jpg,0
535,../dataset/dog_cats\cat.10479.jpg,0
536,../dataset/dog_cats\cat.1048.jpg,0
537,../dataset/dog_cats\cat.10480.jpg,0
538,../dataset/dog_cats\cat.10481.jpg,0
539,../dataset/dog_cats\cat.10482.jpg,0
540,../dataset/dog_cats\cat.10483.jpg,0
541,../dataset/dog_cats\cat.10484.jpg,0
542,../dataset/dog_cats\cat.10485.jpg,0
543,../dataset/dog_cats\cat.10486.jpg,0
544,../dataset/dog_cats\cat.10487.jpg,0
545,../dataset/dog_cats\cat.10488.jpg,0
546,../dataset/dog_cats\cat.10489.jpg,0
547,../dataset/dog_cats\cat.1049.jpg,0
548,../dataset/dog_cats\cat.10490.jpg,0
549,../dataset/dog_cats\cat.10491.jpg,0
550,../dataset/dog_cats\cat.10492.jpg,0
551,../dataset/dog_cats\cat.10493.jpg,0
552,../dataset/dog_cats\cat.10494.jpg,0
553,../dataset/dog_cats\cat.10495.jpg,0
554,../dataset/dog_cats\cat.10496.jpg,0
555,../dataset/dog_cats\cat.10497.jpg,0
556,../dataset/dog_cats\cat.10498.jpg,0
557,../dataset/dog_cats\cat.10499.jpg,0
558,../dataset/dog_cats\cat.105.jpg,0
